source,data,target,stato,codice_regione,denominazione_provincia,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,,,,,,,,,,,,,,,,,,,,,,
,21/09/2020,1 wk ahead cum death,US,16,Shelby county,44.068202,-114.742041,30388,30388,1664,12,5665,,2972969,15069,,,2994848,,,,341310,341310,752,0,27990,,,,319431,,,0,3314279,15821,319648,,,,,0,3314279,15821
,21/09/2020,1 wk ahead cum death,US,17,coffee county,40.633125,-89.398528,,,68,0,,14,55793,500,,,,,3,,3756,3742,81,0,6,14,,,,2350,,0,59549,581,202,36,,,59549,592,59511,1423
,21/09/2020,1 wk ahead cum death,US,18,Henry County,40.551217,-85.602364,1005,1005,96,4,,22,295153,0,,,,,15,,14225,14031,82,0,,,,,13975,11044,477316,3735,477316,3735,,,,,308090,0,,0
,21/09/2020,1 wk ahead cum death,US,20,Limestone County,39.011902,-98.484246,,,480,0,,113,733056,2480,,60408,,,45,,102517,102517,557,0,,,3674,5221,,82188,,0,835573,3037,,,64121,65534,837201,3041,,0
,21/09/2020,1 wk ahead cum death,US,21,Shelby county,37.839333,-84.270018,2206,2206,221,13,504,55,306015,2457,,,,,,,53092,47175,510,0,,,,,,25980,,0,353190,2878,,,,,353190,2878,463548,3318
,21/09/2020,1 wk ahead cum death,US,22,coffee county,31.244823,-92.145024,,,2096,0,,485,6477076,45571,,,,,179,,350748,347161,3113,0,,,,,,,,0,6827824,48684,,,,,,0,6824237,48684
,21/09/2020,1 wk ahead cum death,US,25,Henry County,111.729553,-29.6859,14826,14826,1373,111,2926,383,1415556,7701,,,,,125,,149166,,1584,0,,,,,146170,108462,,0,2533863,21689,,,,,1564722,9285,2533863,21689
,21/09/2020,1 wk ahead cum death,US,24,Limestone County,39.045755,-76.641271,3421,3421,285,51,952,81,525426,7092,,,,294,39,,72968,,2113,0,,,,,,2415,,0,598394,9205,,,,,598394,9205,,0
,21/09/2020,1 wk ahead cum death,US,23,Shelby county,45.253783,-69.445469,6616,6616,764,24,1629,190,1623672,22939,,,,,,,88247,75143,640,0,,,,,,17229,,0,1698815,24167,81180,39338,,,,0,1698815,24167
,21/09/2020,1 wk ahead cum death,US,26,coffee county,112.729553,-28.6859,,,553,0,,,2418394,4665,,,,,64,,179070,175982,201,0,,,,,,161792,,0,2597464,4866,,,,,2594376,4866,,0
,21/09/2020,1 wk ahead cum death,US,27,Henry County,113.729553,-27.6859,13009,13009,500,8,,86,2390813,16827,,,,,33,,144488,141474,828,0,,,,,184514,118892,,0,5239651,70708,,,124340,162655,2532287,17654,5239651,70708
,21/09/2020,1 wk ahead cum death,US,29,Limestone County,114.729553,-26.6859,16475,16475,434,40,,116,1680568,9563,,129260,,,,,136154,136154,497,0,,,12794,,163872,7892,,0,3103833,24671,,,142054,,1816722,10060,3103833,24671
,21/09/2020,1 wk ahead cum death,US,28,Shelby county,115.729553,-25.6859,469,469,8,1,,0,543515,15739,10022,,541884,,0,,5962,5323,23,0,345,,,,6630,5175,,0,549477,15762,10379,,,,,0,548838,15819
,21/09/2020,1 wk ahead cum death,US,30,coffee county,116.729553,-24.6859,,,1050,0,,267,4171501,59863,,,4171501,,95,,164123,147806,5004,0,,,,,201234,109539,,0,4335624,64867,315661,,,,,0,4372735,111021
,21/09/2020,1 wk ahead cum death,US,37,Henry County,117.729553,-23.6859,8916,8916,532,50,2414,138,1570130,11624,,,,,,,124439,124135,1627,0,,,,,,109963,2511395,22177,2511395,22177,,20603,,,1694265,12947,,0
,21/09/2020,1 wk ahead cum death,US,38,Limestone County,118.729553,-22.6859,,,1439,0,,476,1234999,5159,79502,71709,2110912,,,,158101,158101,1405,0,4953,5104,3618,,181463,,,0,2296674,11607,84652,25263,68919,14224,1393100,6564,2296674,11607
,21/09/2020,1 wk ahead cum death,US,31,Shelby county,119.729553,-21.6859,4,4,,0,,,15456,0,,,,,,,86,86,0,0,,,,,,29,,0,15542,0,,,,,15533,0,19835,0
,21/09/2020,1 wk ahead cum death,US,33,coffee county,120.729553,-20.6859,6380,6380,653,143,,151,729544,0,,,,,70,,110592,98947,586,0,95,,,,,97675,,0,840136,586,41053,72982,,,,0,827497,0
,21/09/2020,1 wk ahead cum death,US,34,Henry County,121.729553,-19.6859,1020,1020,339,10,,,418976,10663,,,,,,,23390,23390,569,0,,,,,,13538,,0,442366,11232,,,,,,0,442366,11232
,21/09/2020,1 wk ahead cum death,US,35,Limestone County,122.729553,-18.6859,,,1142,0,,311,3401192,29962,,,,,,,247172,238894,1144,0,,,,,,218541,,0,3648364,31106,,15544,,,,0,3640086,31051
,21/09/2020,1 wk ahead cum death,US,32,Shelby county,123.729553,-17.6859,1267,1267,205,14,277,38,240100,1523,9918,,,,,,32637,32637,659,0,572,,,,,26392,741160,8072,741160,8072,10490,,,,272737,2182,770510,8427
,21/09/2020,1 wk ahead cum death,US,36,coffee county,124.729553,-16.6859,2658,2658,343,8,,,485145,3352,,,,,,,58068,58068,734,0,,,,,,38956,,0,543213,4086,,,,,543530,4088,799579,7949
,21/09/2020,1 wk ahead cum death,US,39,Henry County,125.729553,-15.6859,761,761,16,0,246,,305060,1390,,,,,,,9746,9746,52,0,,,,,,8258,,0,543562,4949,32594,,31773,,314806,1442,543562,4949
,21/09/2020,1 wk ahead cum death,US,40,Limestone County,126.729553,-14.6859,24273,24273,758,113,,166,3996500,77642,,,,,62,,221205,221205,1192,0,,,,,,35944,,0,4217705,78834,,,,,,0,4217705,80109
,21/09/2020,1 wk ahead cum death,US,41,Shelby county,127.729553,-13.6859,3940,3940,171,29,,,1018103,7719,,,,,,,36788,36788,445,0,,,,,,19894,,0,1054891,8164,,,,,,0,1054891,8164
,21/09/2020,1 wk ahead cum death,US,42,coffee county,128.729553,-12.6859,,,485,0,,148,672359,3112,,,,,53,,90843,90843,582,0,,,,,,2330,1149260,7867,763202,3694,,,,,763202,3694,1154583,0
,21/09/2020,1 wk ahead cum death,US,44,Henry County,129.729553,-11.6859,89995,89995,934,0,,198,12496896,81011,,,,,106,,485279,485279,998,0,,,,,,78442,12982175,82009,12982175,82009,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,45,Limestone County,130.729553,-10.6859,17172,17172,1154,111,3561,303,3757943,39081,,,,,158,,183624,172997,1837,0,,,,,,151037,,0,3941567,40918,,,,,,0,3930940,40833
,21/09/2020,1 wk ahead cum death,US,46,Shelby county,131.729553,-9.6859,7815,7815,792,17,,301,1327532,0,,,1327532,,,7287,108073,108073,774,0,4635,,,,118537,92367,,0,1435605,774,85717,,,,,0,1448159,0
,21/09/2020,1 wk ahead cum death,US,47,coffee county,132.729553,-8.6859,2947,2947,168,61,,50,748715,3143,,,748715,,11,,39794,37781,262,0,,,,,,5870,,0,788509,3405,,,,,786496,13271,,0
,21/09/2020,1 wk ahead cum death,US,48,Henry County,133.729553,-7.6859,,,870,0,,,2143966,11315,,,,,89,,183315,176054,1103,0,,,,,,146652,,0,2327281,12418,,,,,2320020,12321,3616192,54078
,21/09/2020,1 wk ahead cum death,US,49,Limestone County,134.729553,-6.6859,,,327,0,,64,305972,0,,,303412,,41,,57950,29138,657,0,28812,,,,7002,25939,,0,363922,657,,,,,,0,310546,0
,21/09/2020,1 wk ahead cum death,US,51,Shelby county,135.729553,-5.6859,3050,3050,124,0,,16,370979,1017,,,939292,,4,,28347,28347,85,0,,,,,38619,2546,977911,2927,977911,2927,,,,,399326,1102,,0
,21/09/2020,1 wk ahead cum death,US,50,coffee county,136.729553,-4.6859,9959,9959,697,20,,182,1445591,8318,68662,,1397088,,92,,164609,157970,619,0,8160,13882,,,206473,82637,,0,1610200,8937,76822,83607,,,,0,1603561,8894
,21/09/2020,1 wk ahead cum death,US,53,Henry County,137.729553,-3.6859,2146,2146,304,27,,,198614,836,,,,,,,33836,32904,567,0,,,,,,25125,,0,232450,1403,,,,,232450,1403,367540,3131
,21/09/2020,1 wk ahead cum death,US,55,Limestone County,138.729553,-2.6859,9618,9618,1338,41,,390,3151331,39256,,,3104663,,177,,232061,220566,3317,0,,,,,267234,205832,,0,3383392,42573,,,,,,0,3371897,42410
,21/09/2020,1 wk ahead cum death,US,54,Shelby county,139.729553,-1.6859,,,4319,0,,1349,6558370,55230,,,,,,,825673,825673,1894,0,42646,20886,,,,729762,,0,7384043,57124,452388,242427,,,,0,7384043,57124
,21/09/2020,1 wk ahead cum death,US,56,coffee county,140.729553,-0.6859,4688,4688,304,32,1022,103,885097,5553,,,,401,,,95562,95562,1168,0,,3451,,3288,,71035,,0,980659,6721,,60235,,29106,980659,6721,1310604,10889
NotreDame-mobility,21/09/2020,1 wk ahead cum death,US,56,Henry County,,,20068,20068,972,62,,210,2241672,10732,,,,,81,283,166828,156439,690,0,,,,,186494,19096,2398111,11333,2398111,11333,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,2,Limestone County,63.588753,-154.493062,,,,0,,,21517,0,,,,,,27,1335,,0,0,,,,,,1296,,0,22852,0,,,,,,0,22879,0
,21/09/2020,1 wk ahead cum death,US,1,Shelby county,32.318231,-86.902298,,,0,0,,,177651,1128,,,,,,,1946,1946,9,0,,,,,,1696,,0,179597,1137,,,,,179597,1137,,0
,21/09/2020,1 wk ahead cum death,US,5,coffee county,35.20105,-91.831833,8018,8018,292,24,,,2132584,15695,,,,,26,,98201,98201,0,0,,,,,,,2230785,16225,2230785,16225,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,4,Henry County,34.048928,-111.093731,9319,9319,1172,292,1340,302,1703813,113244,,,,,,201,183142,173891,7915,0,,,,,,136910,,0,1886955,121159,,,,,1877704,120949,,0
,21/09/2020,1 wk ahead cum death,US,6,Limestone County,36.778261,-119.417932,,,177,0,,67,667697,6906,,,,,26,,20293,19328,212,0,,,,,,14799,,0,687990,7118,18733,,,,,0,687025,7092
,21/09/2020,1 wk ahead cum death,US,8,Shelby county,39.550051,-105.782067,364,364,68,4,,,108754,0,,,201884,,,,9311,7924,286,0,,,,,7105,6796,,0,118065,286,,,,,116091,0,208990,0
,21/09/2020,1 wk ahead cum death,US,9,coffee county,41.603221,-73.087749,,,73,0,,,520695,1987,,,521666,,11,,12016,12016,224,0,,,,,10729,6488,,0,532711,2211,,,,,,0,532711,2211
,21/09/2020,1 wk ahead cum death,US,11,Henry County,38.905985,-77.033418,18855,18855,823,0,1934,,1102369,4270,,,,1103,,,172626,151527,964,0,,,,,,74238,,0,1253896,5101,,,61573,,,0,1253896,5101
,21/09/2020,1 wk ahead cum death,US,10,Limestone County,38.910832,-75.52767,6315,6315,565,37,,241,1122588,7773,,,1122588,769,96,,99066,93356,644,0,,3300,,6308,,88450,,0,1215944,8302,,21856,,35634,,0,1215944,8302
,21/09/2020,1 wk ahead cum death,US,12,Shelby county,27.664827,-81.515754,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,21/09/2020,1 wk ahead cum death,US,13,coffee county,32.157435,-82.907123,20640,20640,714,22,,176,1405061,9622,,,,,85,,231149,225962,742,0,,,,,,38384,,0,1631023,10320,308189,,,,1631023,10320,,0
,21/09/2020,1 wk ahead cum death,US,66,Henry County,141.729553,0.3141,,,3020,0,,727,16024745,132489,,,,,,,867317,867317,2862,0,,,,,,,,0,16892062,135351,,,,,,0,16892062,135351
,21/09/2020,1 wk ahead cum death,US,15,Limestone County,19.898682,-155.665857,8217,8217,428,48,,,991408,9154,164003,,,,,,84369,78569,1139,0,12492,,,,,7127,1668053,21496,1668053,21496,176495,,,,1069977,10146,,0
,21/09/2020,1 wk ahead cum death,US,19,Shelby county,41.878003,-93.097702,12043,12043,184,0,,,1904803,0,,,,,,,62830,60309,0,0,,,,,,9651,,0,1967633,0,,,,,,0,1965112,0
,21/09/2020,1 wk ahead cum death,US,16,coffee county,44.068202,-114.742041,,,78,0,,20,450435,3801,,,,,8,,16370,,36,0,,,,,,12801,466805,3837,466805,3837,,,,,240959,1124,,0
,21/09/2020,1 wk ahead cum death,US,17,Henry County,40.633125,-89.398528,,,106,0,,21,304203,2676,,,,,,,23093,21997,151,0,,,,,,12018,,0,327296,2827,,,,,327296,2827,506109,6706
,21/09/2020,1 wk ahead cum death,US,18,Limestone County,40.551217,-85.602364,47592,47592,2005,79,,,4967372,15753,487730,475588,7262384,,,4321,755020,729942,2539,0,51923,,50676,,971097,,,0,5722392,18292,539844,,526404,,5729634,18295,8277870,39555
,21/09/2020,1 wk ahead cum death,US,20,Shelby county,39.011902,-98.484246,30376,30376,1654,26,5663,,2957900,16616,,,2980092,,,,340558,340558,1174,0,27884,,,,318366,,,0,3298458,17790,319165,,,,,0,3298458,17790
,21/09/2020,1 wk ahead cum death,US,21,coffee county,37.839333,-84.270018,,,63,0,,13,55293,230,,,,,4,,3675,3664,58,0,6,11,,,,2297,,0,58968,288,201,32,,,58957,288,58088,0
,21/09/2020,1 wk ahead cum death,US,22,Henry County,31.244823,-92.145024,1001,1001,96,13,,22,295153,0,,,,,15,,14143,13949,96,0,,,,,13890,10995,473581,3897,473581,3897,,,,,308090,0,,0
,21/09/2020,1 wk ahead cum death,US,25,Limestone County,142.729553,1.3141,,,475,0,,108,730576,3795,,60388,,,45,,101960,101960,857,0,,,3667,5161,,81811,,0,832536,4652,,,64094,65140,834160,4657,,0
,21/09/2020,1 wk ahead cum death,US,24,Shelby county,39.045755,-76.641271,2193,2193,221,19,503,55,303558,1126,,,,,,,52582,46754,878,0,,,,,,25679,,0,350312,1794,,,,,350312,1794,460230,2586
,21/09/2020,1 wk ahead cum death,US,23,coffee county,45.253783,-69.445469,,,2012,0,,408,6431505,75051,,,,,157,,347635,344048,4245,0,,,,,,,,0,6779140,79296,,,,,,0,6775553,79296
,21/09/2020,1 wk ahead cum death,US,26,Henry County,143.729553,2.3141,14715,14715,1387,111,2907,403,1407855,7905,,,,,136,,147582,,1605,0,,,,,144379,107148,,0,2512174,26668,,,,,1555437,9510,2512174,26668
,21/09/2020,1 wk ahead cum death,US,27,Limestone County,144.729553,3.3141,3370,3370,456,0,933,123,518334,0,,,,284,47,,70855,,0,0,,,,,,2379,,0,589189,0,,,,,589189,0,,0
,21/09/2020,1 wk ahead cum death,US,29,Shelby county,145.729553,4.3141,6592,6592,691,0,1629,185,1600733,0,,,,,,,87607,74600,810,0,,,,,,17155,,0,1674648,0,80982,39004,,,,0,1674648,0
,21/09/2020,1 wk ahead cum death,US,28,coffee county,146.729553,5.3141,,,550,0,,,2413729,25803,,,,,60,,178869,175781,1143,0,,,,,,161792,,0,2592598,26946,,,,,2589510,26946,,0
,21/09/2020,1 wk ahead cum death,US,30,Henry County,147.729553,6.3141,13001,13001,483,11,,83,2373986,14844,,,,,32,,143660,140647,730,0,,,,,183400,118892,,0,5168943,80146,,,124154,162157,2514633,15588,5168943,80146
,21/09/2020,1 wk ahead cum death,US,37,Limestone County,148.729553,7.3141,16435,16435,433,83,,115,1671005,11228,,129260,,,,,135657,135657,530,0,,,12794,,163239,7890,,0,3079162,29528,,,142054,,1806662,11758,3079162,29528
,21/09/2020,1 wk ahead cum death,US,38,Shelby county,149.729553,8.3141,468,468,11,1,,5,527776,0,9979,,526133,,1,,5939,5309,26,0,344,,,,6563,5145,,0,533715,26,10353,,,,,0,533019,0
,21/09/2020,1 wk ahead cum death,US,31,coffee county,150.729553,9.3141,,,1000,0,,254,4111638,0,,,4111638,,94,,159119,143106,0,0,,,,,197889,109539,,0,4270757,0,310344,,,,,0,4261714,0
,21/09/2020,1 wk ahead cum death,US,33,Henry County,151.729553,10.3141,8866,8866,484,65,2405,126,1558506,17973,,,,,,,122812,122524,1722,0,,,,,,108316,2489218,30947,2489218,30947,,20516,,,1681318,19967,,0
,21/09/2020,1 wk ahead cum death,US,34,Limestone County,152.729553,11.3141,,,918,0,,,1229840,6105,79346,71709,2100802,,,,156696,156696,1768,0,4983,5042,3618,,179986,,,0,2285067,18079,84527,25059,68797,14120,1386536,7873,2285067,18079
,21/09/2020,1 wk ahead cum death,US,35,Shelby county,153.729553,12.3141,4,4,,0,,,15456,0,,,,,,,86,86,0,0,,,,,,29,,0,15542,0,,,,,15533,0,19835,0
,21/09/2020,1 wk ahead cum death,US,32,coffee county,154.729553,13.3141,6237,6237,609,0,,140,729544,0,,,,,69,,110006,98475,0,0,95,,,,,94165,,0,839550,0,41053,72982,,,,0,827497,0
,21/09/2020,1 wk ahead cum death,US,36,Henry County,155.729553,14.3141,1010,1010,331,9,,,408313,2418,,,,,,,22821,22821,588,0,,,,,,13441,,0,431134,3006,,,,,,0,431134,3006
,21/09/2020,1 wk ahead cum death,US,39,Limestone County,156.729553,15.3141,,,1129,0,,310,3371230,32383,,,,,,,246028,237805,2303,0,,,,,,206471,,0,3617258,34686,,15275,,,,0,3609035,34591
,21/09/2020,1 wk ahead cum death,US,40,Shelby county,157.729553,16.3141,1253,1253,210,11,277,35,238577,1166,9914,,,,,,31978,31978,717,0,572,,,,,25922,733088,6901,733088,6901,10486,,,,270555,1883,762083,7314
,21/09/2020,1 wk ahead cum death,US,41,coffee county,158.729553,17.3141,2650,2650,320,3,,,481793,3160,,,,,,,57334,57334,620,0,,,,,,38629,,0,539127,3780,,,,,539442,3781,791630,7195
,21/09/2020,1 wk ahead cum death,US,42,Henry County,159.729553,18.3141,761,761,17,0,246,,303670,1680,,,,,,,9694,9694,69,0,,,,,,8256,,0,538613,15272,32583,,31764,,313364,1749,538613,15272
,21/09/2020,1 wk ahead cum death,US,44,Limestone County,160.729553,19.3141,24160,24160,732,0,,169,3918858,1800,,,,,67,,220013,220013,1275,0,,,,,,35889,,0,4138871,3075,,,,,,0,4137596,1800
,21/09/2020,1 wk ahead cum death,US,45,Shelby county,161.729553,20.3141,3911,3911,173,50,,,1010384,10303,,,,,,,36343,36343,573,0,,,,,,19853,,0,1046727,10876,,,,,,0,1046727,10876
,21/09/2020,1 wk ahead cum death,US,46,coffee county,162.729553,21.3141,,,503,0,,139,669247,3665,,,,,60,,90261,90261,609,0,,,,,,2326,1141393,10785,759508,4274,,,,,759508,4274,1154583,0
,21/09/2020,1 wk ahead cum death,US,47,Henry County,163.729553,22.3141,89995,89995,913,0,,200,12415885,127373,,,,,102,,484281,484281,1390,0,,,,,,78362,12900166,128763,12900166,128763,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,48,Limestone County,164.729553,23.3141,17061,17061,1097,52,3547,289,3718862,44688,,,,,133,,181787,171245,1562,0,,,,,,150167,,0,3900649,46250,,,,,,0,3890107,46122
,21/09/2020,1 wk ahead cum death,US,49,Shelby county,165.729553,24.3141,7798,7798,792,28,,301,1327532,0,,,1327532,,,7287,107299,107299,796,0,4635,,,,118537,91643,,0,1434831,796,85717,,,,,0,1448159,0
,21/09/2020,1 wk ahead cum death,US,51,coffee county,166.729553,25.3141,2886,2886,190,0,,44,745572,3245,,,745572,,15,,39532,36971,216,0,,,,,,5870,,0,785104,3461,,,,,773225,0,,0
,21/09/2020,1 wk ahead cum death,US,78,Henry County,167.729553,26.3141,,,841,0,,,2132651,12801,,,,,93,,182212,175048,1269,0,,,,,,144754,,0,2314863,14070,,,,,2307699,13999,3562114,0
,21/09/2020,1 wk ahead cum death,US,50,Limestone County,168.729553,27.3141,,,292,0,,59,305972,0,,,303412,,39,,57293,28711,643,0,28582,,,,7002,25870,,0,363265,643,,,,,,0,310546,0
,21/09/2020,1 wk ahead cum death,US,53,Shelby county,169.729553,28.3141,3050,3050,124,11,,16,369962,3166,,,936469,,4,,28262,28262,284,0,,,,,38515,2546,974984,13977,974984,13977,,,,,398224,3450,,0
,21/09/2020,1 wk ahead cum death,US,55,coffee county,170.729553,29.3141,9939,9939,716,22,,186,1437273,15436,68524,,1388936,,97,,163990,157394,776,0,8105,13785,,,205731,82119,,0,1601263,16212,76629,82974,,,,0,1594667,16175
,21/09/2020,1 wk ahead cum death,US,54,Henry County,171.729553,30.3141,2119,2119,300,42,,,197778,1185,,,,,,,33269,32339,658,0,,,,,,24934,,0,231047,1843,,,,,231047,1843,364409,4422
,21/09/2020,1 wk ahead cum death,US,56,Limestone County,172.729553,31.3141,9577,9577,1105,22,,324,3112075,33081,,,3065776,,143,,228744,217412,2605,0,,,,,263711,204726,,0,3340819,35686,,,,,,0,3329487,35431
,21/09/2020,1 wk ahead cum death,US,72,Shelby county,173.729553,32.3141,,,4226,0,,1340,6503140,49467,,,,,,,823779,823779,3216,0,42428,20640,,,,726231,,0,7326919,52683,450891,236598,,,,0,7326919,52683
epiforecasts-ensemble1,21/09/2020,1 wk ahead cum death,US,1,coffee county,32.318231,-86.902298,4656,4656,307,46,1022,102,879544,6390,,,,401,,,94394,94394,1097,0,,3424,,3261,,70166,,0,973938,7487,,59735,,28872,973938,7487,1299715,11606
,21/09/2020,1 wk ahead cum death,US,4,Henry County,63.588753,-154.493062,20006,20006,972,17,,205,2230940,19628,,,,,95,282,166138,155838,900,0,,,,,185890,19034,2386778,20398,2386778,20398,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,5,Limestone County,34.048928,-111.093731,,,,0,,,21517,342,,,,,,27,1335,,6,0,,,,,,1296,,0,22852,348,,,,,,0,22879,345
,21/09/2020,1 wk ahead cum death,US,8,Shelby county,35.20105,-91.831833,,,2,0,,,176523,1116,,,,,,,1937,1937,11,0,,,,,,1689,,0,178460,1127,,,,,178460,1127,,0
,21/09/2020,1 wk ahead cum death,US,9,coffee county,36.778261,-119.417932,7994,7994,292,23,,,2116889,19529,,,,,26,,98201,98201,1307,0,,,,,,,2214560,20306,2214560,20306,,,,,,0,,0
,21/09/2020,1 wk ahead cum death,US,10,Henry County,39.550051,-105.782067,9027,9027,1090,0,1325,284,1590569,0,,,,,,142,175227,166186,0,0,,,,,,130231,,0,1765796,0,,,,,1756755,0,,0
,21/09/2020,1 wk ahead cum death,US,12,Limestone County,41.603221,-73.087749,,,173,0,,64,660791,8231,,,,,28,,20081,19142,280,0,,,,,,14742,,0,680872,8511,18724,,,,,0,679933,8470
,21/09/2020,1 wk ahead cum death,US,13,Shelby county,38.910832,-75.52767,360,360,51,2,,,108754,0,,,201884,,,,9025,7673,209,0,,,,,7105,6627,,0,117779,209,,,,,116091,0,208990,0
,21/09/2020,1 wk ahead cum death,US,16,coffee county,38.905985,-77.033418,,,68,0,,,518708,7620,,,519506,,9,,11792,11792,216,0,,,,,10678,6448,,0,530500,7836,,,,,,0,530500,7836
,21/09/2020,1 wk ahead cum death,US,17,Henry County,27.664827,-81.515754,18855,18855,823,0,1933,,1098099,6641,,,,1102,,,171662,150696,1288,0,,,,,,74238,,0,1248795,7613,,,61431,,,0,1248795,7613
,21/09/2020,1 wk ahead cum death,US,18,Limestone County,32.157435,-82.907123,6278,6278,573,35,,236,1114815,9034,,,1114815,766,92,,98422,92827,883,0,,3300,,6192,,87920,,0,1207642,9744,,21856,,35396,,0,1207642,9744
,21/09/2020,1 wk ahead cum death,US,19,Shelby county,19.898682,-155.665857,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,21/09/2020,1 wk ahead cum death,US,20,coffee county,44.068202,-114.742041,20618,20618,757,127,,174,1395439,10458,,,,,81,,230407,225264,921,0,,,,,,38193,,0,1620703,11323,307425,,,,1620703,11323,,0
,21/09/2020,1 wk ahead cum death,US,21,Henry County,40.633125,-89.398528,,,2995,0,,743,15892256,131776,,,,,,,864455,864455,2979,0,,,,,,,,0,16756711,134755,,,,,,0,16756711,134755
,21/09/2020,1 wk ahead cum death,US,22,Limestone County,40.551217,-85.602364,8169,8169,434,42,,,982254,8065,163468,,,,,,83230,77577,1312,0,12432,,,,,7087,1646557,21030,1646557,21030,175900,,,,1059831,9265,,0
,21/09/2020,1 wk ahead cum death,US,24,Limestone County,41.878003,-93.097702,12043,12043,184,0,,,1904803,0,,,,,,,62830,60309,0,0,,,,,,9651,,0,1967633,0,,,,,,0,1965112,0
,21/09/2020,1 wk ahead cum death,US,25,Limestone County,39.011902,-98.484246,,,84,0,,23,446634,7102,,,,,8,,16334,,79,0,,,,,,12793,462968,7181,462968,7181,,,,,239835,2161,,0
,21/09/2020,1 wk ahead cum death,US,26,Limestone County,37.839333,-84.270018,,,101,0,,26,301527,3109,,,,,,,22942,21849,218,0,,,,,,11928,,0,324469,3327,,,,,324469,3327,499403,4768
,21/09/2020,1 wk ahead cum death,US,27,Limestone County,31.244823,-92.145024,47513,47513,2031,117,,,4951619,26371,487730,475588,7226175,,,4326,752481,727689,4044,0,51923,,50676,,967848,,,0,5704100,30415,539844,,526404,,5711339,30422,8238315,58132
,21/09/2020,1 wk ahead cum death,US,28,Limestone County,39.045755,-76.641271,30350,30350,1622,133,5654,,2941284,24864,,,2963488,,,,339384,339384,1534,0,27746,,,,317180,,,0,3280668,26398,318261,,,,,0,3280668,26398
,21/09/2020,1 wk ahead cum death,US,29,Limestone County,174.729553,33.3141,,,67,0,,15,55063,479,,,,,4,,3617,3606,79,0,6,11,,,,2297,,0,58680,558,201,32,,,58669,558,58088,0
